Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000012968		F1QM54
ENSDARG00000091851		F1QLQ4
ENSDARG00000068919		F1QQC9
ENSDARG00000104966		A0A0R4IDP2
ENSDARG00000041599		Q1LV00
ENSDARG00000075027		F1RCY5
ENSDARG00000044365		F1QKD1
ENSDARG00000079881		F1QHT7
ENSDARG00000099840		A0A0R4IY24
ENSDARG00000100728		A0A0G2L4K0
ENSDARG00000094521		E9QF40
ENSDARG00000012968		F1QM54
ENSDARG00000041599		Q6GML0
ENSDARG00000060070		A0A0R4IFB6
ENSDARG00000023967	Q7T385	B2GPU0
ENSDARG00000095461		F1R917
ENSDARG00000060070		E7FGY0
ENSDARG00000097284		X1WEV9
ENSDARG00000098653		A0A0G2KMC6
ENSDARG00000099840		Q6DHQ8
ENSDARG00000004706	Q6DGP2	
ENSDARG00000044365		E7FBS1
ENSDARG00000003449		A5PMD9
ENSDARG00000095461		A0A0H2UJF4
ENSDARG00000032114		Q5RHE6
ENSDARG00000092778		A0A0R4IG71
ENSDARG00000087508		I3ITL3
ENSDARG00000100348		A0A0R4ISH1
ENSDARG00000003449		A0A0R4IJT4
ENSDARG00000016363		F1QI81
ENSDARG00000092778		A0A0R4IS79
ENSDARG00000095751		A5PF59
ENSDARG00000088524		Q5RH34
ENSDARG00000060322		B0S6B5
ENSDARG00000093432		Q1LVP3
ENSDARG00000092778		F1R803
ENSDARG00000020131		B0UXN4
ENSDARG00000003449		F1QJC2
ENSDARG00000016363		F1R6H0
ENSDARG00000060322		F1QTP8
ENSDARG00000069601		E9QCF2
ENSDARG00000033020		Q1LWK2
ENSDARG00000053684	Q8JH71	
ENSDARG00000101460		A0A0R4IUP7
ENSDARG00000078069	P79733	G3G7U0
ENSDARG00000004561		F1QJU6
ENSDARG00000100588	Q6Q415	
ENSDARG00000101460		A0A0R4IUK2
ENSDARG00000013307	Q6P5L3	
ENSDARG00000061846		F1QBH4
ENSDARG00000044422		F8W2D4
ENSDARG00000020131		A0A0R4IAX0
ENSDARG00000078069		A0A0R4ILJ6
ENSDARG00000088524		A5PMN5
ENSDARG00000101362		Q7ZW81
ENSDARG00000100588	Q6Q415	
ENSDARG00000042993		Q561Z7
ENSDARG00000075831		E7EXU6
ENSDARG00000098218		A0A0R4IYW1
ENSDARG00000045857		F1R9Z2
ENSDARG00000069601		F1QDU5
ENSDARG00000004561		F1QY14
ENSDARG00000042993		A0A0R4IE72
ENSDARG00000078069		A0A0R4ID34
ENSDARG00000088524		A5PMN5
ENSDARG00000053684		A0A0R4IU94
ENSDARG00000078069		A0A0R4ICB4
ENSDARG00000094486		B8JLT6
ENSDARG00000043179		B8JJ17
ENSDARG00000053684		E9QBQ4
ENSDARG00000069844		B0UYM1
ENSDARG00000097940		X1WDL9
ENSDARG00000101362		A0A0R4ILT8
ENSDARG00000042993		Q8AV83
ENSDARG00000014179		Q66HV8
ENSDARG00000006202		F8W3W7
ENSDARG00000069844		E9QIY4
ENSDARG00000097940		A0A0H2UK70
ENSDARG00000093521		B0UXE0
ENSDARG00000098369		A0A0R4IF79
ENSDARG00000100738		A0A0R4IJL4
ENSDARG00000087176		E7FES4
ENSDARG00000053684		E9QF34
ENSDARG00000094414		F1Q9P8
ENSDARG00000100738		A0A0R4IMH0
ENSDARG00000103314		E7F7P5
ENSDARG00000094414		F1Q6G6
ENSDARG00000101362		A0A0R4ISM1
ENSDARG00000062757		F1QVT7
ENSDARG00000055151		F1QAG3
ENSDARG00000006202		F8W2T0
ENSDARG00000087133		A0A0G2L3F9
ENSDARG00000094414		F1RAZ8
ENSDARG00000098295		A0A0R4IKS6
ENSDARG00000062030		E7FDY9
ENSDARG00000006202		F1QSK6
ENSDARG00000060885		Q1LVK7
ENSDARG00000099112		A0A0R4IUT1
ENSDARG00000087133		E7F5U4
ENSDARG00000006202		A0A0R4IHN0
ENSDARG00000011973		F1QZD9
ENSDARG00000011434		Q6PFT8
ENSDARG00000093349		B0S7G9
ENSDARG00000069846		B0UYN4
ENSDARG00000044422		A0A0R4ICT5
ENSDARG00000060885		A0A0R4IEM6
ENSDARG00000093349		A0A0R4IU97
ENSDARG00000056506		F1QKK5
ENSDARG00000098295		Q90YC5
ENSDARG00000007358		F1Q6R0
ENSDARG00000011434		Q2MV23
ENSDARG00000100249		A0A0R4IDL7
ENSDARG00000056506		F1QXD7
ENSDARG00000057248		E7EZ46
ENSDARG00000054867		B0S642
ENSDARG00000044422		F1QLL7
ENSDARG00000093349		A0A0R4IA85
ENSDARG00000090392		F1RD34
ENSDARG00000101362		F1QLD6
ENSDARG00000007358		F1Q6R0
ENSDARG00000057248		E9QHH3
ENSDARG00000044422		F1Q6M3
ENSDARG00000074761		A0A140LH16
ENSDARG00000057248		E9QH89
ENSDARG00000074761		A0A140LH00
ENSDARG00000075043		B8A5Y8
ENSDARG00000057248		E7EZ46
ENSDARG00000061081		I3IT34
ENSDARG00000060071		A2RUY9
ENSDARG00000101362		A0A0R4IEM5
ENSDARG00000061081		I3IT34
ENSDARG00000075043		B8A5Y7
ENSDARG00000029242		F1R287
ENSDARG00000034677		A8WHU6
ENSDARG00000074761		A0A140LGI1
ENSDARG00000101362		A0A0R4IX75
ENSDARG00000041173		F1R8T6
ENSDARG00000074761		A0A140LG69
ENSDARG00000100742		Q6PBX9
ENSDARG00000070078		A0A0R4IVE7
ENSDARG00000029242		F8W2Y5
ENSDARG00000009771		Q7ZV37
ENSDARG00000040764		Q6IQW5
ENSDARG00000021021		F1QJY4
ENSDARG00000009771		A0A0R4ILI7
ENSDARG00000063347		R4GDU1
ENSDARG00000088505		E9QJP5
ENSDARG00000104166		A0A0R4IDL5
ENSDARG00000088505		E7F0V8
ENSDARG00000021021		F1QES2
ENSDARG00000001014		F1QJK4
ENSDARG00000060529		F1R9B0
ENSDARG00000089981		F1R5P0
ENSDARG00000001014		F1QC64
ENSDARG00000070078		E7EZD3
ENSDARG00000091271		E9QIT3
ENSDARG00000060529		F1RAI4
ENSDARG00000036482		F1QJG7
ENSDARG00000091271		E9QJH2
ENSDARG00000069009	Q1L9C7	
ENSDARG00000023058		Q5I0F7
ENSDARG00000102575		A0A0R4IUE8
ENSDARG00000089981		H9KUX0
ENSDARG00000104727		A0A0R4IVG0
ENSDARG00000103540		A0A0R4IEK2
ENSDARG00000053656		Q6PBW8
ENSDARG00000090447		A0A0R4IP24
ENSDARG00000063347		R4GEU8
ENSDARG00000090447		A0A0R4IYI9
ENSDARG00000069009		Q1L9C9
ENSDARG00000089981		F1R5P0
ENSDARG00000033413		Q5RH35
ENSDARG00000090447		E7F5B9
ENSDARG00000101571		A0A0R4IU77
ENSDARG00000005690		R4GDS9
ENSDARG00000104727		A0A0R4IR62
ENSDARG00000033413		Q5RH36
ENSDARG00000005690		F1QXQ6
ENSDARG00000104727		A0A0R4INH3
ENSDARG00000053656		I3ISH4
ENSDARG00000034677		F1QC88
ENSDARG00000033413		F6NS28
ENSDARG00000053656		Q6PBW8
ENSDARG00000069009	Q1L9C7	
ENSDARG00000022631		Q5TZ85
ENSDARG00000053656		Q6PBW8
ENSDARG00000063347		A0A0R4IWS9
ENSDARG00000089372		A0A0R4IHB1
ENSDARG00000060012		A2BIP6
ENSDARG00000101653		A0A0R4IXZ2
ENSDARG00000022974		B0R1B2
ENSDARG00000089372		E7F7P1
ENSDARG00000022631		E7FEJ8
ENSDARG00000053656		F1QWM6
ENSDARG00000000472		F1QCV0
ENSDARG00000055412		Q1LVF9
ENSDARG00000005942		A8E7K1
ENSDARG00000055412		Q1LVG0
ENSDARG00000055412		A0A0R4J7G3
ENSDARG00000090183		Q6DH32
ENSDARG00000022974		B0R1B3
ENSDARG00000016936		F1R7R3
ENSDARG00000014465		E7FF78
ENSDARG00000068187		E7F2S4
ENSDARG00000014465		F8W5Y3
ENSDARG00000045947		R4GEJ6
ENSDARG00000016936		U3JAR0
ENSDARG00000014465		E7FF78
ENSDARG00000062873		F1Q9K9
ENSDARG00000103197		A0A0R4II21
ENSDARG00000045947		E7F940
ENSDARG00000103197		A0A0R4IM62
ENSDARG00000017985		F1Q6V3
ENSDARG00000038980		Q503D8
ENSDARG00000016936		F1QVQ2
ENSDARG00000088708		E7FGW0
ENSDARG00000022974		A0A0R4IND6
ENSDARG00000071049		Q5SNS7
ENSDARG00000069726		F1QB13
ENSDARG00000012609	Q6PHG2	
ENSDARG00000079295		E9QER3
ENSDARG00000045660		A9JT69
ENSDARG00000104015		F1QZR6
ENSDARG00000074310		I3IT07
ENSDARG00000069726		A0A0R4IU95
ENSDARG00000045660		H0WF58
ENSDARG00000022974		A0A0R4IJ73
ENSDARG00000104834		E7FD02
ENSDARG00000062873		F1Q9K9
ENSDARG00000028276		E7F7I7
ENSDARG00000104834		A0A0R4IVE5
ENSDARG00000062873		F1Q9K9
ENSDARG00000074310		I3IS43
ENSDARG00000017985		E9QG42
ENSDARG00000034982		A2BIQ8
ENSDARG00000099327		A0A0H2UKI8
ENSDARG00000041323		F1R500
ENSDARG00000017985		E9QHM9
ENSDARG00000024651		F1R300
ENSDARG00000056331		A5PMG4
ENSDARG00000034982		A2BIQ7
ENSDARG00000028276		A0A0R4IDF4
ENSDARG00000045676		Z4YIA7
ENSDARG00000056672		F1QTQ6
ENSDARG00000028276		A0A0R4IZV9
ENSDARG00000012609	Q6PHG2	
ENSDARG00000062457		A2CF03
ENSDARG00000069673		F1RB70
ENSDARG00000056331		A5PMG3
ENSDARG00000071048		D0E2W2
ENSDARG00000043213		Q5RFV3
ENSDARG00000033411		Q6DH19
ENSDARG00000045676		A0A0R4INX3
ENSDARG00000099327		F1QYC6
ENSDARG00000017985		F1Q6V3
ENSDARG00000074310		I3ISM5
ENSDARG00000056672		A0A0R4IUR4
ENSDARG00000018159		F1QVG0
ENSDARG00000098591		A0A0R4IPH2
ENSDARG00000079967		E7F9Z2
ENSDARG00000024651		F6P9M5
ENSDARG00000069954		B8JHS5
ENSDARG00000079967		E7F9Z2
ENSDARG00000018159		E9QFE3
ENSDARG00000059816	Q24JV4	
ENSDARG00000095308		A0A0R4II10
ENSDARG00000069954		F1R7Y2
ENSDARG00000018159		E9QHE6
ENSDARG00000099327		A0A0H2UKS5
ENSDARG00000103237		A0A0R4IUZ3
ENSDARG00000104628		A0A0R4IZP0
ENSDARG00000034982		X1WDX4
ENSDARG00000018159		E9QFC6
ENSDARG00000097784		X1WC61
ENSDARG00000075445		B0R028
ENSDARG00000069954		F1Q5A8
ENSDARG00000018159		F1QVG0
ENSDARG00000028442		F1RBX6
ENSDARG00000021201		B8A5N9
ENSDARG00000069954		A0A0R4IP23
ENSDARG00000028442		F1QY91
ENSDARG00000018159		F1QVG0
ENSDARG00000069954		A0A0R4INN4
ENSDARG00000028442		E9QDQ7
ENSDARG00000079295		E7F278
ENSDARG00000044982		Q6DBS5
ENSDARG00000060253		U3JAL4
ENSDARG00000077621		X1WD75
ENSDARG00000060253		E7F3X3
ENSDARG00000017590		F1R818
ENSDARG00000043177		Q6DBW5
ENSDARG00000075648		E7FEP0
ENSDARG00000017369		E9QD84
ENSDARG00000077621		F1RB75
ENSDARG00000075648		A0A0R4IR66
ENSDARG00000074791		X1WBM4
ENSDARG00000104916		A0A0R4IIW8
ENSDARG00000090183		A0A0R4IS53
ENSDARG00000102845		F8W445
ENSDARG00000052893		A8E7H4
ENSDARG00000028354		Q5VSC9
ENSDARG00000104916		A9JSX9
ENSDARG00000017369		E7F4B6
ENSDARG00000038905		F1Q5V5
ENSDARG00000040502		F8W287
ENSDARG00000056926		Q8AWE0
ENSDARG00000017665		F1QEF3
ENSDARG00000035018		A2BFD8
ENSDARG00000090183		E7F237
ENSDARG00000061986		H0WF28
ENSDARG00000076611		E9QEU7
ENSDARG00000063050		Q1LXV6
ENSDARG00000061986		E7FB23
ENSDARG00000041005		
ENSDARG00000077513		F1QKN1
ENSDARG00000102845		A0A0G2KF71
ENSDARG00000063050		F1Q4N1
ENSDARG00000028354		Q5VSD0
ENSDARG00000016301		Q6PE34
ENSDARG00000011998		B0S621
ENSDARG00000102432		A0A0R4IPK5
ENSDARG00000041005		F1R884
ENSDARG00000102432		A0A0R4IT37
ENSDARG00000028354		A0A0R4IU85
ENSDARG00000014550		E9QIC2
ENSDARG00000024964		Q1LXN3
ENSDARG00000038905		A0A0R4IX45
ENSDARG00000014550		E9QFX9
ENSDARG00000052855		E7FA09
ENSDARG00000000474		Q8AW33
ENSDARG00000038905		F1QF19
ENSDARG00000016038	Q7SY06	B3DGL9
ENSDARG00000006370		Q6PC35
ENSDARG00000038392		F8W3E3
ENSDARG00000056226		F1QS04
ENSDARG00000024964		A8DZE1
ENSDARG00000015349		A4QP32
ENSDARG00000021124		Q6TH32
ENSDARG00000007385		B3DKJ0
ENSDARG00000089794		F1QRC2
ENSDARG00000034852		E9QH22
ENSDARG00000024964		Q1LXN3
ENSDARG00000029482		Q1MTD2
ENSDARG00000095837		X1WG66
ENSDARG00000006370		F8W3K9
ENSDARG00000045364		Q1LUV8
ENSDARG00000014550		F1QI01
ENSDARG00000016038		A0A0R4IDB5
ENSDARG00000032802		E7F049
ENSDARG00000070694		A0A0J9YIS9
ENSDARG00000058732	Q5XJX1	
ENSDARG00000093333		F1RE71
ENSDARG00000062598		E7F8E5
ENSDARG00000093823		F2Z4W4
ENSDARG00000004301		Q803F2
ENSDARG00000014550		A0A0R4INV3
ENSDARG00000034852		F1QQP8
ENSDARG00000092199		F1R909
ENSDARG00000006370		B0R0V8
ENSDARG00000105349		A0A140LGU3
ENSDARG00000032802		F1QJA1
ENSDARG00000029482		A0A0R4IBP2
ENSDARG00000027826		F1RE99
ENSDARG00000034852		A0A0R4INX2
ENSDARG00000043304		F1QWP7
ENSDARG00000093823		F2Z4T5
ENSDARG00000027826		E9QF54
ENSDARG00000004598		Q2PRB6
ENSDARG00000080009		U3JAG8
ENSDARG00000009142		Q5TZI3
ENSDARG00000029482		A0A0R4IC89
ENSDARG00000034852		Q66I11
ENSDARG00000040902		F1QPG0
ENSDARG00000070220		A2VD21
ENSDARG00000059729		A2BIR0
ENSDARG00000057678		A3KNP6
ENSDARG00000039162		Q08CD8
ENSDARG00000032802		F1R9S8
ENSDARG00000040902		F1QNS5
ENSDARG00000032802		F1Q6W6
ENSDARG00000009142		A0A0R4IUG8
ENSDARG00000096620		Q5SNS3
ENSDARG00000038957		F1QIQ3
ENSDARG00000060326		B0S6B4
ENSDARG00000074360		F1R0A0
ENSDARG00000060326		F1QQ68
ENSDARG00000038957		A0A0R4ILB2
ENSDARG00000074360		F1QFD3
ENSDARG00000080009		U3JAH0
ENSDARG00000027070		F1QA31
ENSDARG00000096620		F1QSQ1
ENSDARG00000021805		Q7T289
ENSDARG00000053119		F1R1T9
ENSDARG00000016088		Q4G5K8
ENSDARG00000042990		Q5TZ84
ENSDARG00000075030		E7EXN4
ENSDARG00000027070		E9QHR9
ENSDARG00000080009		U3JB23
ENSDARG00000094310		B0R1B1
ENSDARG00000080009		U3JAD4
ENSDARG00000018399		E9QG10
ENSDARG00000098881		A0A0R4IAM3
ENSDARG00000042990		Q5TZ84
ENSDARG00000101612		A0A0R4IIL6
ENSDARG00000091009		E7EYE7
ENSDARG00000098881		A0A0R4IED8
ENSDARG00000061042		Q1LUN9
ENSDARG00000098881		A0A0R4IAM3
ENSDARG00000101612		A0A0R4IPE0
ENSDARG00000061235		E9QIA2
ENSDARG00000032761		F1QSG4
ENSDARG00000100121		A0A0R4IU15
ENSDARG00000027070		E7F6L9
ENSDARG00000105644		
ENSDARG00000061042		A0A0R4IWC2
ENSDARG00000032761		F1Q5E8
ENSDARG00000003308	Q6TGY8	
ENSDARG00000027070		F1QA31
ENSDARG00000089799		B8JM37
ENSDARG00000043820		Q6PC37
ENSDARG00000097855	P0C8S0	
ENSDARG00000043982		Q5SNS3
ENSDARG00000045105		F1Q6L3
ENSDARG00000097855	P0C8S0	
ENSDARG00000043820		Q6PC37
ENSDARG00000041117	Q92048	
ENSDARG00000043820		Q6PC37
ENSDARG00000088717		F1QPI8
ENSDARG00000053119		F1Q7D3
ENSDARG00000090160		H0WFD4
ENSDARG00000070320		B8A5K8
ENSDARG00000102895		A0A0R4IX03
ENSDARG00000053804		E7F4S3
ENSDARG00000070668		F1QZB1
ENSDARG00000043820		Q6PC37
ENSDARG00000088717		X1WHQ7
ENSDARG00000093420		E9QHQ2
ENSDARG00000061235		F1R0Z7
ENSDARG00000104387		A0A0R4IUF3
ENSDARG00000070668		F1QZB2
ENSDARG00000077237		E7F1P9
ENSDARG00000030038	Q6TH01	
ENSDARG00000078536		F1REG9
ENSDARG00000093420		E9QHG0
ENSDARG00000090160		A8KBM3
ENSDARG00000093420		A0A0R4IJV2
ENSDARG00000057029		F1RCX7
ENSDARG00000037574		A0A0R4IZP9
ENSDARG00000102820		Q6PC72
ENSDARG00000035552		A2BHL6
ENSDARG00000042616		Q1LVE1
ENSDARG00000090160		A8KBM3
ENSDARG00000073900		A0A0R4IZE7
ENSDARG00000075956		E7FFZ1
ENSDARG00000100372		A0A0R4IPV1
ENSDARG00000056762		
ENSDARG00000093420		A0A0R4IFU8
ENSDARG00000030038	Q6TH01	
ENSDARG00000056762		A9UL52
ENSDARG00000041429		Q1LWK5
ENSDARG00000077644		
ENSDARG00000087749		X1WBH4
ENSDARG00000077644		F1QIX5
ENSDARG00000051957		F1R9A2
ENSDARG00000104387		A0A0R4IV83
ENSDARG00000103365		A0A0H2UJK9
ENSDARG00000087749		X1WE60
ENSDARG00000041429		Q7ZUK5
ENSDARG00000087749		E7F0A9
ENSDARG00000075827		F1QPL4
ENSDARG00000069133	O42222	
ENSDARG00000041429		Q1LWK5
ENSDARG00000039093		F1QMC6
ENSDARG00000089060		Q1L8I8
ENSDARG00000074966		Q2PRB5
ENSDARG00000077012		F1Q900
ENSDARG00000069133		Q504K3
ENSDARG00000069175		A5WWM0
ENSDARG00000076466		E7F0M7
ENSDARG00000057921		E9QD51
ENSDARG00000022952		F1QDA0
ENSDARG00000076830		F1R5I2
ENSDARG00000076466		A0A0R4IKI2
ENSDARG00000088484		Q1L8I9
ENSDARG00000030703	Q90267	
ENSDARG00000057921		E7FEI8
ENSDARG00000070479		A3KQ62
ENSDARG00000103365		A0A0H2UK10
ENSDARG00000100737		A0A0R4IUI4
ENSDARG00000088484		Q1L8I9
ENSDARG00000070479		Q5XJK6
ENSDARG00000069175		A5WWM0
ENSDARG00000041003		Q2PRB4
ENSDARG00000052624		Q8JFT6
ENSDARG00000069175		A0A0R4IPK7
ENSDARG00000041003		E7F9T1
ENSDARG00000103365		A0A0H2UJY2
ENSDARG00000075827		F1QZK5
ENSDARG00000019541		A2BII1
ENSDARG00000076830		F1R3I9
ENSDARG00000039093		Q7ZUW8
ENSDARG00000002377		E7FFR5
ENSDARG00000014462		A8WHV3
ENSDARG00000000503		Q1MTI1
ENSDARG00000019541		Z4YIZ9
ENSDARG00000016022		Q6VUB8
ENSDARG00000032319		Q1L8N7
ENSDARG00000057833		E7FG11
ENSDARG00000057736		F1RCH1
ENSDARG00000061204		F6NN58
ENSDARG00000101794		F1Q700
ENSDARG00000091836		U3JAP7
ENSDARG00000033852		D9IWE2
ENSDARG00000094252		F1Q566
ENSDARG00000016994		F6NLJ7
ENSDARG00000076830		F1QJS8
ENSDARG00000039569	Q804S6	A3KNV6
ENSDARG00000037574		A0A0R4ICF4
ENSDARG00000093975		F6PEQ5
ENSDARG00000032319		Q1L8N8
ENSDARG00000101794		F1Q700
ENSDARG00000061204		B0S7F4
ENSDARG00000002377		F1QXR6
ENSDARG00000016994		B8A5B7
ENSDARG00000102531		Q08BH9
ENSDARG00000061204		F1R1C1
ENSDARG00000016994		E7FB41
ENSDARG00000090369		A9JRP8
ENSDARG00000002377		F1QJ55
ENSDARG00000090722	A5PF61	
ENSDARG00000077357		F1QDN3
ENSDARG00000040469		F1QVT8
ENSDARG00000037804	Q8AW35	
ENSDARG00000098334		A0A0R4IRK6
ENSDARG00000033251		I3IT48
ENSDARG00000076830		F1R526
ENSDARG00000015554		Q9IAT0
ENSDARG00000090369		A9JRP8
ENSDARG00000008235		F6NMG5
ENSDARG00000000503		A0A0R4IAK0
ENSDARG00000034300		F1QGW9
ENSDARG00000090369		F8W4F0
ENSDARG00000094608		F1QBC5
ENSDARG00000000189		F1QMU2
ENSDARG00000103690		A0A0R4IPY1
ENSDARG00000008235		A4FVG2
ENSDARG00000094608		E9QDN8
ENSDARG00000015662		A0A0R4I9K9
ENSDARG00000077641		F1QKL1
ENSDARG00000079632		F1R563
ENSDARG00000076830		F1RDU8
ENSDARG00000094608		E9QDX1
ENSDARG00000000189		E3W9A6
ENSDARG00000104979		A2CEA6
ENSDARG00000068261		F1QK29
ENSDARG00000077096		F1R5M9
ENSDARG00000104979		A0A0G2KL14
ENSDARG00000024229		F1QE21
ENSDARG00000004592		F1QWX3
ENSDARG00000000189		E3W9A6
ENSDARG00000033852		F6NK17
ENSDARG00000086017		A0A0R4IJQ6
ENSDARG00000077096		F1R823
ENSDARG00000102934		A9JRX9
ENSDARG00000078752		F1Q4W5
ENSDARG00000102934		A0A0R4IJR9
ENSDARG00000078752		A0A0N5E8A0
ENSDARG00000076830		A0A0R4IRI2
ENSDARG00000004592		F1QWX3
ENSDARG00000068261		E9QII7
ENSDARG00000040884		A3KQG0
ENSDARG00000089767		A0A0R4IGH0
ENSDARG00000015662		F1R147
ENSDARG00000033852		E7FF69
ENSDARG00000040884		A3KQG1
ENSDARG00000015662		A0A0R4IL82
ENSDARG00000089767		A0A0R4IHR4
ENSDARG00000057273		B8A697
ENSDARG00000033852		A0A0R4IXF2
ENSDARG00000042853		Q8AW60
ENSDARG00000089767		E7FCE1
ENSDARG00000088583		X1WET8
ENSDARG00000033852		F1QNZ4
ENSDARG00000088583		F1QV45
ENSDARG00000033852		A0A0R4IA04
ENSDARG00000074895		B3DFU6
ENSDARG00000005485	Q6NWB6	K7NRG1
ENSDARG00000074531		E9QEL0
ENSDARG00000042853		E9QEY6
ENSDARG00000017744		B8A5K9
ENSDARG00000078815		F1R6F6
ENSDARG00000060879		F1R1H1
ENSDARG00000005485		A0A0H2UKD4
ENSDARG00000074895		B3DFU6
ENSDARG00000075108		A0A0R4IQZ6
ENSDARG00000045447		Q5BLI7
ENSDARG00000025859		F1Q4Q4
ENSDARG00000055540		F1R8T1
ENSDARG00000060879		F1QKB7
ENSDARG00000042853		E7FGP9
ENSDARG00000075580		A0A0R4IMK7
ENSDARG00000075108		F1Q937
ENSDARG00000003313		E7F1L9
ENSDARG00000074531		E7EZK1
ENSDARG00000093760		A0A0R4IYW6
ENSDARG00000055540		E9QJ10
ENSDARG00000077996		B8A4Q1
ENSDARG00000058100		A8KB44
ENSDARG00000075580		A0A0R4ILN5
ENSDARG00000003313		X1WBU7
ENSDARG00000093760		A0A0R4INA9
ENSDARG00000103690		A0A0R4IF88
ENSDARG00000096578		R4GDZ6
ENSDARG00000040358		A0A140LGD0
ENSDARG00000003313		E7F1L9
ENSDARG00000006251		F1R2K7
ENSDARG00000075580		F1RBY2
ENSDARG00000093364		F1R9I4
ENSDARG00000016484		E7F423
ENSDARG00000061417		X1WEW8
ENSDARG00000090635		Q1L8I7
ENSDARG00000094760		F8W2V3
ENSDARG00000018342		F8W5P0
ENSDARG00000103690		A0A0R4IQ05
ENSDARG00000098726		A0A0R4IAI4
ENSDARG00000091513	Q1LY84	
ENSDARG00000102066		A0A0R4IFE9
ENSDARG00000075369		E7F6M0
ENSDARG00000094760		F6PAD0
ENSDARG00000079455		R4GE10
ENSDARG00000094792	Q6GMH3	
ENSDARG00000040358		A9UL48
ENSDARG00000094760		F8W2V3
ENSDARG00000098726		A0A0R4IFI0
ENSDARG00000102765		A0A0R4IH79
ENSDARG00000105159		E7F4R5
ENSDARG00000095754		A0A0R4IM12
ENSDARG00000093364		F1QUL8
ENSDARG00000018342		E7F5X6
ENSDARG00000037260		E7F1A2
ENSDARG00000077996		A0A0R4ISC0
ENSDARG00000016188		E7F5T6
ENSDARG00000079455		F1QVL5
ENSDARG00000039677		F1QSQ0
ENSDARG00000086017		E7EYP0
ENSDARG00000053222		F1Q993
ENSDARG00000008140		Q58EC4
ENSDARG00000037260		F1QSD4
ENSDARG00000079455		F1Q7W8
ENSDARG00000102765		A0A0R4IPW4
ENSDARG00000037260		E7F1A2
ENSDARG00000102066		
ENSDARG00000105159		
ENSDARG00000041619		A0A0R4IJ56
ENSDARG00000006251		F1R2K8
ENSDARG00000053222		F8W599
ENSDARG00000077996		A0A0R4IKD8
ENSDARG00000053222		K7DYL4
ENSDARG00000008140		F1QTP1
ENSDARG00000002816	A2CEA7	
ENSDARG00000102066		A0A0R4IRG7
ENSDARG00000077996		F1QA99
ENSDARG00000053222		F8W357
ENSDARG00000011219		Q8UUX0
ENSDARG00000104641		A0A0R4IEE5
ENSDARG00000104488		A0A0R4IS89
ENSDARG00000002816		A0A0R4IX73
ENSDARG00000102066		A0A0R4IHS1
ENSDARG00000088234		H0WEA5
ENSDARG00000033251		Q1LW95
ENSDARG00000053222		F8W329
ENSDARG00000039304	Q6DHF9	
ENSDARG00000062359		F8W4M5
ENSDARG00000011219		E7EYV0
ENSDARG00000069619	A0JME2	
ENSDARG00000096578		A0A0H2UKI1
ENSDARG00000100519	Q7T330	A7YYH8
ENSDARG00000055754		E7F0X6
ENSDARG00000061417		X1WFA0
ENSDARG00000096505		R4GEX8
ENSDARG00000100686		A0A0R4IS41
ENSDARG00000102585		F8W4Z9
ENSDARG00000092222		A2BHM3
ENSDARG00000100519	Q7T330	A7YYH8
ENSDARG00000041619	O42248	
ENSDARG00000102585		A0A0G2L4T5
ENSDARG00000092222		A2BHM3
ENSDARG00000016484		F1Q749
ENSDARG00000052894		E9QI93
ENSDARG00000061471		F1R7S5
ENSDARG00000100889		A0A0R4IGF6
ENSDARG00000061471		F1QPQ6
ENSDARG00000098822		A0A0R4IF46
ENSDARG00000052894		E9QBS5
ENSDARG00000069619		F8W5Q4
ENSDARG00000052894		E9QC49
ENSDARG00000070480	Q5RZ65	
ENSDARG00000054288		A5PMA7
ENSDARG00000094792		A0A0R4IYA2
ENSDARG00000076483		X1WCV9
ENSDARG00000061417		E7F3W3
ENSDARG00000094792		G1K2I2
ENSDARG00000069619		F8W2R7
ENSDARG00000098822		A0A0R4ITT5
ENSDARG00000011449		F8W425
ENSDARG00000062359		F8W4B3
ENSDARG00000098201		A0A0R4ISA8
ENSDARG00000098822		A0A0R4IV33
ENSDARG00000070480	Q5RZ65	
ENSDARG00000035860	Q6PBK3	
ENSDARG00000062359		F8W4B3
ENSDARG00000069619		F8W4P6
ENSDARG00000002768	Q9I8V0	
ENSDARG00000069619		F8W2I7
ENSDARG00000028386		Q90Z77
ENSDARG00000002768	Q9I8V0	
ENSDARG00000035860	Q6PBK3	
ENSDARG00000069619		F8W418
ENSDARG00000074283		E9QIN2
ENSDARG00000052894		A8E7H6
ENSDARG00000011449		F8W5D1
ENSDARG00000052894		A8E7H6
ENSDARG00000098201		A0A0R4IYL0
ENSDARG00000069619		A0A0R4IKD6
ENSDARG00000094057		Q5RG51
ENSDARG00000028386		Q90Z77
ENSDARG00000093048		B0S5B3
ENSDARG00000002411		Q1L999
ENSDARG00000098822		A0A0R4IZL2
ENSDARG00000057676		A8E5H4
ENSDARG00000074283		E7F1C2
ENSDARG00000028386		B0V0W3
ENSDARG00000035860		X1WC82
ENSDARG00000011449		E7F3J7
ENSDARG00000002411		F1QM22
ENSDARG00000043074		A8E7H5
ENSDARG00000098822		A0A0R4IXB4
ENSDARG00000093048		B0S5B1
ENSDARG00000002411		A0A0R4IMH2
ENSDARG00000056294		E9QI42
ENSDARG00000088581		F1QLC3
