expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-110728-1|physiological|viral infection|viral treatment|ZECO:0000110|696863|
ZDB-EXP-110729-1|kzpMO1|kzpMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110729-2|kzpMO2|kzpMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110801-1|MO-top2b|MO-top2b|standard conditions|ZECO:0000103||
ZDB-EXP-110802-1|git2aMO|git2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-110802-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110804-1|MO45|MO45|standard conditions|ZECO:0000103||
ZDB-EXP-110804-2|MO50|MO50|standard conditions|ZECO:0000103||
ZDB-EXP-110804-3|MO51EI+MO51IE|MO51EI+MO51IE|standard conditions|ZECO:0000103||
ZDB-EXP-110804-4|ctr9MO|ctr9MO|standard conditions|ZECO:0000103||
ZDB-EXP-110804-5|rtf1MO|rtf1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110804-6|cdc73MO/p53MO|cdc73MO/p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110804-7|paf1MO/p53MO|paf1MO/p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110804-8|paf1MO|paf1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110804-9|cdc73MO|cdc73MO|standard conditions|ZECO:0000103||
ZDB-EXP-110805-2|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110810-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110810-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110810-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110810-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110810-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110810-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110811-1|lmxbdMO|lmxbdMO|standard conditions|ZECO:0000103||
ZDB-EXP-110812-1|lmx+p53MO|lmx+p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-110812-2|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110812-3|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110815-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-110816-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110816-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110817-1|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110817-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110819-11|pk1b MOs|pk1b MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110819-12|fntb MO|fntb MO|standard conditions|ZECO:0000103||
ZDB-EXP-110819-13|pggt1b MO|pggt1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-110819-14|hmgcrb MO|hmgcrb MO|standard conditions|ZECO:0000103||
ZDB-EXP-110819-15|REST MO|REST MO|standard conditions|ZECO:0000103||
ZDB-EXP-110822-4|fbxl15-MO1|fbxl15-MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110824-1|bPIXAMO|bPIXAMO|standard conditions|ZECO:0000103||
ZDB-EXP-110825-1|ulk2 MO-spl|ulk2 MO-spl|standard conditions|ZECO:0000103||
ZDB-EXP-110825-2|npcMO1|npcMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110829-1|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-110829-2|fusAMO|fusAMO|standard conditions|ZECO:0000103||
ZDB-EXP-110831-2|tardbpMO|tardbpMO|standard conditions|ZECO:0000103||
ZDB-EXP-110831-3|fusTardMO|fusTardMO|standard conditions|ZECO:0000103||
ZDB-EXP-110907-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110907-3|ATGMO|ATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-110909-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110912-1|aqp0aMO|aqp0aMO|standard conditions|ZECO:0000103||
ZDB-EXP-110912-2|aqp0bMO|aqp0bMO|standard conditions|ZECO:0000103||
ZDB-EXP-110912-3|bothMOs|bothMOs|standard conditions|ZECO:0000103||
ZDB-EXP-110912-4|MO2-her9|MO2-her9|standard conditions|ZECO:0000103||
ZDB-EXP-110912-5|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110912-6|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-110913-1|cd63MO4|cd63MO4|standard conditions|ZECO:0000103||
ZDB-EXP-110913-3|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110913-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110913-5|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-110913-6|nrdp1MO|nrdp1MO|standard conditions|ZECO:0000103||
ZDB-EXP-110914-1|ncorMO1|ncorMO1|standard conditions|ZECO:0000103||
ZDB-EXP-110914-2|ncorMO2|ncorMO2|standard conditions|ZECO:0000103||
ZDB-EXP-110914-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110914-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-110916-1|tbx6 MO|tbx6 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110916-2|irx3b MO|irx3b MO|standard conditions|ZECO:0000103||
ZDB-EXP-110916-3|zcdkl1|zcdkl1|standard conditions|ZECO:0000103||
ZDB-EXP-110916-4|p53 MO|p53 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110919-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-110919-2|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-110919-2|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-110919-3|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-110919-3|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-110919-6|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-110919-7|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-110920-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-110920-3|nphp4 MO  |nphp4 MO  |standard conditions|ZECO:0000103||
ZDB-EXP-110920-8|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17634|
ZDB-EXP-110921-3|nkxMO|nkxMO|standard conditions|ZECO:0000103||
ZDB-EXP-110921-4|MO1-eve1|MO1-eve1|standard conditions|ZECO:0000103||
ZDB-EXP-110921-6|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-110921-9|MO5-aldh1a2|MO5-aldh1a2|standard conditions|ZECO:0000103||
ZDB-EXP-110922-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110922-7|pitxMO|pitxMO|standard conditions|ZECO:0000103||
ZDB-EXP-110923-1|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-110923-2|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-110923-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:31638|
ZDB-EXP-110923-4|MO-bmp2b|MO-bmp2b|standard conditions|ZECO:0000103||
ZDB-EXP-110926-3|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110926-4|sur2MO|sur2MO|standard conditions|ZECO:0000103||
ZDB-EXP-110927-1|sur1MOs|sur1MOs|standard conditions|ZECO:0000103||
ZDB-EXP-110927-5|cx43.4 MO|cx43.4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-110928-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110928-6|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-110929-14|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-110929-15|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-110929-22|igf2aMO|igf2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-110929-23|igf2bMO|igf2bMO|standard conditions|ZECO:0000103||
ZDB-EXP-110929-24|igf2a+bMO|igf2a+bMO|standard conditions|ZECO:0000103||
ZDB-EXP-110929-5|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-110929-6|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-110930-1|gbx1MO1|gbx1MO1|standard conditions|ZECO:0000103||
ZDB-EXP-110930-2|gbx1MO2|gbx1MO2|standard conditions|ZECO:0000103||
ZDB-EXP-110930-3|wnt8MO|wnt8MO|standard conditions|ZECO:0000103||
ZDB-EXP-110930-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-110930-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111003-1|iguMO|iguMO|standard conditions|ZECO:0000103||
ZDB-EXP-111004-1|physiological|bacterial infection|bacterial treatment|ZECO:0000106|90371|
ZDB-EXP-111004-2|physiological|bacterial infection|bacterial treatment|ZECO:0000106|90371|
ZDB-EXP-111004-3|MO-AUG|MO-AUG|standard conditions|ZECO:0000103||
ZDB-EXP-111004-5|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-111004-6|physiological|bacterial infection|bacterial treatment by injection|ZECO:0000230|90371|
ZDB-EXP-111004-7|physiological|bacterial infection|bacterial treatment by injection|ZECO:0000230|90371|
ZDB-EXP-111004-8|env6|env6|standard conditions|ZECO:0000103||
ZDB-EXP-111004-9|physiological|bacterial infection|bacterial treatment|ZECO:0000106|90371|
ZDB-EXP-111005-1|gigyf2MO|gigyf2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111005-10|p53MO/bmp4MO|p53MO/bmp4MO|standard conditions|ZECO:0000103||
ZDB-EXP-111005-2|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:641|
ZDB-EXP-111005-3|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:641|
ZDB-EXP-111005-9|p53MO|p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111006-1|chemical|other|low calcium|ZECO:0000193||
ZDB-EXP-111006-2|chemical|other|high calcium|ZECO:0000192||
ZDB-EXP-111006-3|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-111006-4|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-111006-5|env5|env5|standard conditions|ZECO:0000103||
ZDB-EXP-111006-6|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-111006-7|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-111007-1|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-111007-2|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111007-3|gro1 MO|gro1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-1|camk2g1MO|camk2g1MO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-2|pkd2MO|pkd2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-3|camk2g1MO/pkd2MO|camk2g1MO/pkd2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-4|tmsfsplMO|tmsfsplMO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-5|ptenaMO|ptenaMO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-6|ptenbMO|ptenbMO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-7|ptenABMO|ptenABMO|standard conditions|ZECO:0000103||
ZDB-EXP-111010-8|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-111011-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-111011-2|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-111012-1|atoh8MO1/tp53MO|atoh8MO1/tp53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111012-4|tp53MO|tp53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111013-1|chd7MO1|chd7MO1|standard conditions|ZECO:0000103||
ZDB-EXP-111013-3|cdh2 MOs|cdh2 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-111014-1|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-111014-3|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111014-4|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-111014-5|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-111017-5|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111018-1|smyd3MO|smyd3MO|standard conditions|ZECO:0000103||
ZDB-EXP-111018-10|pax8MO|pax8MO|standard conditions|ZECO:0000103||
ZDB-EXP-111018-11|sox3Pax8MO|sox3Pax8MO|standard conditions|ZECO:0000103||
ZDB-EXP-111018-12|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111018-3|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111018-5|lef1 MO|lef1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111018-6|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111018-9|sox3MO|sox3MO|standard conditions|ZECO:0000103||
ZDB-EXP-111019-10|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111019-4|fgf24MO|fgf24MO|standard conditions|ZECO:0000103||
ZDB-EXP-111019-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111019-6|pax8pax2MO|pax8pax2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111019-7|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-111019-8|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-111019-9|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111020-1|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-111020-2|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-111020-4|MO4-lef1|MO4-lef1|standard conditions|ZECO:0000103||
ZDB-EXP-111020-5|tp53MO|tp53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111020-7|npnt MO2|npnt MO2|standard conditions|ZECO:0000103||
ZDB-EXP-111021-1|npnt MO2 +has2 mo|npnt MO2 +has2 mo|standard conditions|ZECO:0000103||
ZDB-EXP-111021-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111021-3|temperature|stable|stable temperature exposure|ZECO:0000161||
ZDB-EXP-111021-4|disc1 MO|disc1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111024-6|has2 MO|has2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111027-1|MO1-tcf7|MO1-tcf7|standard conditions|ZECO:0000103||
ZDB-EXP-111027-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111031-1|wnt4MO|wnt4MO|standard conditions|ZECO:0000103||
ZDB-EXP-111031-2|eaf1MO|eaf1MO|standard conditions|ZECO:0000103||
ZDB-EXP-111031-3|eaf2MO|eaf2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111031-5|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111101-1|prpf31 MO|prpf31 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111101-2|physiological|bacterial infection|bacterial treatment|ZECO:0000106|29486|
ZDB-EXP-111101-3|physiological|bacterial infection|bacterial treatment|ZECO:0000106|29486|
ZDB-EXP-111101-4|physiological|bacterial infection|bacterial treatment|ZECO:0000106|29486|
ZDB-EXP-111101-5|physiological|bacterial infection|bacterial treatment|ZECO:0000106|29486|
ZDB-EXP-111101-6|physiological|bacterial infection|bacterial treatment|ZECO:0000106|29486|
ZDB-EXP-111101-7|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111102-1|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-111102-2|physical|light|lighting conditions|ZECO:0000146||
ZDB-EXP-111103-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111103-2|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111103-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111103-4|wnt2bbMO|wnt2bbMO|standard conditions|ZECO:0000103||
ZDB-EXP-111103-5|nav3ATGMO|nav3ATGMO|standard conditions|ZECO:0000103||
ZDB-EXP-111104-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111104-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111104-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111104-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111107-2|rgmbMO|rgmbMO|standard conditions|ZECO:0000103||
ZDB-EXP-111107-3|rgmdMO|rgmdMO|standard conditions|ZECO:0000103||
ZDB-EXP-111107-4|rgmaMO|rgmaMO|standard conditions|ZECO:0000103||
ZDB-EXP-111108-1|physiological|starvation|fasting|ZECO:0000114||
ZDB-EXP-111108-11|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-12|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-17|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-18|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-19|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111108-19|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111108-2|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-3|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-4|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-6|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-7|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-8|physiological|regeneration/healing|light damage|ZECO:0000245||
ZDB-EXP-111108-9|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111109-1|foxd5MO1|foxd5MO1|standard conditions|ZECO:0000103||
ZDB-EXP-111109-3|tbx24MO|tbx24MO|standard conditions|ZECO:0000103||
ZDB-EXP-111109-4|fgf3/fgf8a MO|fgf3/fgf8a MO|standard conditions|ZECO:0000103||
ZDB-EXP-111109-6|foxc1aMOs|foxc1aMOs|standard conditions|ZECO:0000103||
ZDB-EXP-111109-7|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-111109-8|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-111110-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111110-2|cldneMO1|cldneMO1|standard conditions|ZECO:0000103||
ZDB-EXP-111110-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:8687|
ZDB-EXP-111110-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111110-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111110-5|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-111110-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111111-1|MO grhl2b+tp53|MO grhl2b+tp53|standard conditions|ZECO:0000103||
ZDB-EXP-111111-10|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-111111-11|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111111-12|ptgs1MO|ptgs1MO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-13|ptgs2aMO|ptgs2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-14|ptgs2bMO|ptgs2bMO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-15|ctnnb1MO|ctnnb1MO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-16|ctnnb2MO|ctnnb2MO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-18|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111111-19|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111111-2|ATG-MO|ATG-MO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-3|SPL-MO|SPL-MO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-4|vegfstandardMO|vegfstandardMO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111111-6|ATG+vegfstandardMO|ATG+vegfstandardMO|standard conditions|ZECO:0000103||
ZDB-EXP-111111-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111111-8|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111111-9|3 MOs|3 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-111114-1|MO1|MO1|standard conditions|ZECO:0000103||
ZDB-EXP-111114-2|MO2|MO2|standard conditions|ZECO:0000103||
ZDB-EXP-111114-3|MO1/MO2|MO1/MO2|standard conditions|ZECO:0000103||
ZDB-EXP-111114-4|MO3-foxj1b|MO3-foxj1b|standard conditions|ZECO:0000103||
ZDB-EXP-111114-6|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111115-1|MO1-stm|MO1-stm|standard conditions|ZECO:0000103||
ZDB-EXP-111115-2|MO2-stm|MO2-stm|standard conditions|ZECO:0000103||
ZDB-EXP-111116-4|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111116-5|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111116-6|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-111117-1|MO1 rfx6|MO1 rfx6|standard conditions|ZECO:0000103||
ZDB-EXP-111117-2|MO2 rfx6|MO2 rfx6|standard conditions|ZECO:0000103||
ZDB-EXP-111117-4|prep1.1MOb|prep1.1MOb|standard conditions|ZECO:0000103||
ZDB-EXP-111118-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111118-3|temperature|cold shock|cold shock|ZECO:0000165||
ZDB-EXP-111118-4|fgf24 MO|fgf24 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111118-5|MO1-atoh1b|MO1-atoh1b|standard conditions|ZECO:0000103||
ZDB-EXP-111118-6|Lefty1 MO|Lefty1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111118-7|Lefty2 MO|Lefty2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-111122-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-111122-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111122-3|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-111122-4|MO1-tcf7|MO1-tcf7|standard conditions|ZECO:0000103||
ZDB-EXP-111122-6|env2|env2|standard conditions|ZECO:0000103||
ZDB-EXP-111122-7|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111128-1|env3|env3|standard conditions|ZECO:0000103||
ZDB-EXP-111128-2|env4|env4|standard conditions|ZECO:0000103||
ZDB-EXP-111128-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111128-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-111128-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111128-6|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111129-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-111129-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111129-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111129-5|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111130-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111201-1|med12MO|med12MO|standard conditions|ZECO:0000103||
ZDB-EXP-111202-1|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-111202-10|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-11|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-11|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-12|env1|env1|standard conditions|ZECO:0000103||
ZDB-EXP-111202-14|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-14|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-15|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-15|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-18|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-18|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-19|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-19|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-2|chemical|Pesticide|chemical treatment|ZECO:0000102|CHEBI:25944|
ZDB-EXP-111202-20|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-20|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-22|mta3 trans MO|mta3 trans MO|standard conditions|ZECO:0000103||
ZDB-EXP-111202-23|mta3 splice MO|mta3 splice MO|standard conditions|ZECO:0000103||
ZDB-EXP-111202-25|mta3 trans MO + p53MO|mta3 trans MO + p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111202-26|p53MO|p53MO|standard conditions|ZECO:0000103||
ZDB-EXP-111202-28|MO1-bmp15|MO1-bmp15|standard conditions|ZECO:0000103||
ZDB-EXP-111202-29|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-111202-3|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-111202-30|temperature|heat shock|heat shock|ZECO:0000166||
