ZDB-FISH-060608-1,t30230,;Adult: behavior (abnormal); drug resistance (abnormal); ,,"Assay: Amphetamine<br>Description: <br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-39"">Laure Bally-Cuif</a> / <a href=""ZFIN_jump?record=ZDB-PERS-020116-15"">Jovica Ninkovic</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-633,t30617,;muscle cell differentiation (abnormal); Protruding-mouth: somite border cell decreased number (abnormal); ,"Strong pax7 in head\"";"" no staining in trunk (xanthophores and satellite cells); smaller <b>Details:</b>","Assay: Satellite cells<br>Description: Strong pax7 in head\"";"" no staining in trunk (xanthophores and satellite cells); smaller<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030918-34"">Sascha Dembski</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-634,t30687,;Adult: epidermis structure (abnormal); ,"Subtle skin blistering phenotype. Skin bleeds occasionally\"";"" heart appears swollen and more red as compared to the wild type. <b>Details:</b>","Assay: Skin 2<br>Description: Subtle skin blistering phenotype. Skin bleeds occasionally\"";"" heart appears swollen and more red as compared to the wild type.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-15"">Mahendra Sonawane</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-635,t30228,;Day 4: neuromasts increased number (abnormal); regulation of cell migration (abnormal); ,supernumerary neuromasts <b>Details:</b>,"Assay: Lateral line<br>Description: supernumerary neuromasts<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-971209-58"">Darren Gilmour</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-636,t30514,;Day 4: neuromasts increased number (abnormal); regulation of cell migration (abnormal); ,Supernumerary NM (every somite border) <b>Details:</b>,"Assay: Lateral line<br>Description: Supernumerary NM (every somite border)<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-971209-58"">Darren Gilmour</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-637,t30461,;Adult: cranial skeleton asymmetrical (abnormal); ,suture: additional suture found in metopic suture. Another with odd looking suture forming. <b>Details:</b>,"Assay: Dermal Bone<br>Description: suture: additional suture found in metopic suture. Another with odd looking suture forming.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-638,t30497,;cell migration (abnormal); Day 4: macrophages decreased number (abnormal); ,Tail staining <b>Details:</b>,"Assay: Macrophage migration<br>Description: Tail staining<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-020719-19"">Francesca Peri</a> / <a href=""ZFIN_jump?record=ZDB-PERS-031117-4"">Muriel Tauzin</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-639,t30239,;Long-pec to Pec-fin: brain pattern (abnormal); ,the <em>tph2</em> marker is lost in the mutants <b>Details:</b>,"Assay: Serotonergic system<br>Description: the <em>tph2</em> marker is lost in the mutants<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-050505-8"">Christian Stigloher</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-64,t30317,;Day 5: eye (abnormal/absent); visual behavior (abnormal); ,"2/5 fish dark\"";"" blind <b>Details:</b>","Assay: Eye move<br>Description: 2/5 fish dark\"";"" blind<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-060328-1"">Valerie Fleisch</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-640,t30201,;cell migration (abnormal); Day 4: macrophages (abnormal/absent); ,There are no microglia. <b>Details:</b>,"Assay: Macrophage migration<br>Description: There are no microglia.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-020719-19"">Francesca Peri</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-641,t30786,;Adult: caudal fin pattern (abnormal); growth (abnormal); ,too many stripes and splotches of pigment in tail fin <b>Details:</b>,"Assay: Regeneration 2<br>Description: too many stripes and splotches of pigment in tail fin<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-642,t30458,;Adult: teeth decreased number (abnormal); ,"tooth. Both sides\"";"" loss of tooth number. Specimen had loss of opercle bones as well. <b>Details:</b>","Assay: Dermal Bone<br>Description: tooth. Both sides\"";"" loss of tooth number. Specimen had loss of opercle bones as well.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-643,t30488,;muscle cell differentiation (abnormal); Protruding-mouth: musculature system structure (abnormal/absent); ,trigeminal motorneuron muscle missing (?) <b>Details:</b>,"Assay: Satellite cells<br>Description: trigeminal motorneuron muscle missing (?)<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-12"">Holger Knaut</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-644,t30343,;muscle cell differentiation (abnormal); Protruding-mouth: somite border cell pattern (abnormal); ,Two morphological phenotypes: curly and normal; d3: pax7 expression expanded <b>Details:</b>,"Assay: Satellite cells<br>Description: Two morphological phenotypes: curly and normal; d3: pax7 expression expanded<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030918-34"">Sascha Dembski</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-645,t30587,;Day 5: gut structure (abnormal); heart development (abnormal); ,unstructured and flat colon <b>Details:</b>,"Assay: Heart development<br>Description: unstructured and flat colon<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-14"">Salim Abdelilah-Seyfried</a> / Nana Bit-Avragim\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-646,t30540,;Adult: cranial skeleton size (abnormal); ,varied morphologies of suture shapes and locations. Only two seen. <b>Details:</b>,"Assay: Dermal Bone<br>Description: varied morphologies of suture shapes and locations. Only two seen.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-647,t30745,;Adult: cranial skeleton pattern (abnormal); ,varied shape changes of the skull <b>Details:</b>,"Assay: Dermal Bone<br>Description: varied shape changes of the skull<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-648,t30291,;cell migration (abnormal); Day 4: macrophages increased number (abnormal); ,Very few microglia in the head at day 4. Normal brain morphology <b>Details:</b>,"Assay: Macrophage migration<br>Description: Very few microglia in the head at day 4. Normal brain morphology<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-020719-19"">Francesca Peri</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-649,t30715,;Day 5: gut structure (abnormal); heart development (abnormal); ,"very flat gut\"";"" compact heart with pericardial edema and weak circulation\"";"" abnormal skin <b>Details:</b>","Assay: Heart development<br>Description: very flat gut\"";"" compact heart with pericardial edema and weak circulation\"";"" abnormal skin<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-14"">Salim Abdelilah-Seyfried</a> / Nana Bit-Avragim\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-65,t30295,;Adult: melanophores discolored (abnormal); ,"21d (+-5mm):  larval melanophores tiny & faint;  27d  (<=1 cm):  still no adult melanophores. Eventually normal xanthophore-stripes. Melanophores invisible\"";"" eyes black. Finally: melanophores faintly visible. <b>Details:</b>","Assay: Pigmentation<br>Description: 21d (+-5mm):  larval melanophores tiny & faint;  27d  (<=1 cm):  still no adult melanophores. Eventually normal xanthophore-stripes. Melanophores invisible\"";"" eyes black. Finally: melanophores faintly visible.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-9"">Hans Georg Frohnh&ouml;fer</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-650,t30616,;muscle cell differentiation (abnormal); Protruding-mouth: somite border cell decreased number (abnormal); ,"very small larvae\"";"" deformed\"";"" no pax7 but probably secondary <b>Details:</b>","Assay: Satellite cells<br>Description: very small larvae\"";"" deformed\"";"" no pax7 but probably secondary<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030918-34"">Sascha Dembski</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-651,t30385,;Day 5: head pattern (abnormal); regulation of circadian rhythm (abnormal); ,"very strong cry1a staining in head\"";"" short tail <b>Details:</b>","Assay: Light induction<br>Description: very strong cry1a staining in head\"";"" short tail<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-8"">Nicholas-Simon Foulkes</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-652,t30685,;Adult: epidermis structure (abnormal); ,Very subtle skin detachment phenotype.  <b>Details:</b>,"Assay: Skin 2<br>Description: Very subtle skin detachment phenotype. <br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-15"">Mahendra Sonawane</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-653,t30277,;muscle cell differentiation (abnormal); Protruding-mouth: musculature system structure (abnormal); ,wavy muscle fibers <b>Details:</b>,"Assay: Satellite cells<br>Description: wavy muscle fibers<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-12"">Holger Knaut</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-654,t30269,;High-pec: epidermis structure (abnormal); ,rounded up cells in the fin fold. Heart dilated and slight pericardial oedema. <b>Details:</b>,"Assay: Skin 1<br>Description: rounded up cells in the fin fold. Heart dilated and slight pericardial oedema.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-15"">Mahendra Sonawane</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-655,t30166,;Day 5: epidermis structure (abnormal); ,skin detached along with big blisters especially over head. Pericardial oedema and peri-intestinal oedema. <b>Details:</b>,"Assay: Skin 1<br>Description: skin detached along with big blisters especially over head. Pericardial oedema and peri-intestinal oedema.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-15"">Mahendra Sonawane</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-656,t30165,;High-pec: epidermis structure (abnormal); ,Skin detached from the underlying tissues. Rounded up cells everywhere in the epidermis. Phenotype appears lethal as some of the mutants were dying. <b>Details:</b>,"Assay: Skin 1<br>Description: Skin detached from the underlying tissues. Rounded up cells everywhere in the epidermis. Phenotype appears lethal as some of the mutants were dying.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-15"">Mahendra Sonawane</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-66,t30895,;Day 5: lymphatic system decreased (abnormal); wound healing (abnormal); ,25% -- shorter embryos with smaller wound closure response? <b>Details:</b>,"Assay: wound healing<br>Description: 25% -- shorter embryos with smaller wound closure response?<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-226"">Matthias Hammerschmidt</a> / <a href=""ZFIN_jump?record=ZDB-PERS-010515-13"">Tom Carney</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-67,t30892,;Day 5: fins degenerate (abnormal); wound healing (abnormal); ,25% <em>sparse</em>-like with fin degeneration <b>Details:</b>,"Assay: wound healing<br>Description: 25% <em>sparse</em>-like with fin degeneration<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-226"">Matthias Hammerschmidt</a> / <a href=""ZFIN_jump?record=ZDB-PERS-010515-13"">Tom Carney</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-68,t30939,;Day 5: head pattern (abnormal); regulation of circadian rhythm (abnormal); ,25% death at 24h <b>Details:</b>,"Assay: Light induction<br>Description: 25% death at 24h<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-001110-8"">Nicholas-Simon Foulkes</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-69,t30466,;Day 4: neuromasts decreased number (abnormal); regulation of cell migration (abnormal); ,"3 embryos with only 2 neuromasts\"";"" head NM present <b>Details:</b>","Assay: Lateral line<br>Description: 3 embryos with only 2 neuromasts\"";"" head NM present<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-971209-58"">Darren Gilmour</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-7,t30739,,,"Assay: Dermal Bone<br>Description: <br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-70,t30669,;Adult: caudal fin shape (abnormal); growth (abnormal); ,3 fish with pointed lobes of caudal fins <b>Details:</b>,"Assay: Regeneration 2<br>Description: 3 fish with pointed lobes of caudal fins<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-71,t30932,;Day 5: lymphatic system decreased (abnormal); wound healing (abnormal); ,3/10 -- No blastema formation. <b>Details:</b>,"Assay: wound healing<br>Description: 3/10 -- No blastema formation.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-226"">Matthias Hammerschmidt</a> / <a href=""ZFIN_jump?record=ZDB-PERS-010515-13"">Tom Carney</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-72,t30930,;Day 5: lymphatic system decreased (abnormal); wound healing (abnormal); ,3/10 -- Sparser p63. <b>Details:</b>,"Assay: wound healing<br>Description: 3/10 -- Sparser p63.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-226"">Matthias Hammerschmidt</a> / <a href=""ZFIN_jump?record=ZDB-PERS-010515-13"">Tom Carney</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-73,t30445,;Day 5: lens malformed (abnormal); visual behavior (abnormal); ,3/11 fish -- small body size (half that of normal fish); irregular eye form and enlarged lens <b>Details:</b>,"Assay: Eye move<br>Description: 3/11 fish -- small body size (half that of normal fish); irregular eye form and enlarged lens<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-060328-1"">Valerie Fleisch</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
ZDB-FISH-060608-74,t30893,;Day 5: fins degenerate (abnormal); wound healing (abnormal); ,3/12 -- mild medial fin degeneration <b>Details:</b>,"Assay: wound healing<br>Description: 3/12 -- mild medial fin degeneration<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-226"">Matthias Hammerschmidt</a> / <a href=""ZFIN_jump?record=ZDB-PERS-010515-13"">Tom Carney</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
