sanger_preinput_feature_abbrev|sanger_preinput_gene_zdb_id|sanger_preinput_test
sa41805|ZDB-GENE-040801-25|-040801-25
sa41807|ZDB-GENE-030131-6117|-030131-6117
sa41808|ZDB-GENE-041119-1|-041119-1
sa41818|ZDB-GENE-080219-31|-080219-31
sa41819|ZDB-GENE-060915-2|-060915-2
sa41821|ZDB-GENE-070720-14|-070720-14
sa41823|ZDB-GENE-070720-14|-070720-14
sa41832|ZDB-GENE-040704-7|-040704-7
sa41833|ZDB-GENE-040724-33|-040724-33
sa41845|ZDB-GENE-990715-10|-990715-10
sa41846|ZDB-GENE-080613-3|-080613-3
sa41849|ZDB-GENE-130530-641|-130530-641
sa41854|ZDB-GENE-040420-1|-040420-1
sa41859|ZDB-GENE-050809-118|-050809-118
sa41868|ZDB-GENE-080303-27|-080303-27
sa41872|ZDB-GENE-090514-3|-090514-3
sa41886|ZDB-GENE-060427-1|-060427-1
sa41923|ZDB-GENE-060929-744|-060929-744
sa41935|ZDB-GENE-110603-3|-110603-3
sa41946|ZDB-GENE-121214-115|-121214-115
sa41948|ZDB-GENE-081027-1|-081027-1
sa41954|ZDB-GENE-070410-135|-070410-135
sa41956|ZDB-GENE-030131-1826|-030131-1826
sa41957|ZDB-GENE-121214-145|-121214-145
sa41963|ZDB-GENE-070928-37|-070928-37
sa41964|ZDB-GENE-060621-2|-060621-2
sa41965|ZDB-GENE-060621-2|-060621-2
sa41969|ZDB-GENE-991123-12|-991123-12
sa41974|ZDB-GENE-070521-7|-070521-7
sa41976|ZDB-GENE-110411-132|-110411-132
sa41977|ZDB-GENE-030131-4971|-030131-4971
sa41989|ZDB-GENE-060825-261|-060825-261
sa41994|ZDB-GENE-080220-61|-080220-61
sa41995|ZDB-GENE-080220-61|-080220-61
sa41999|ZDB-GENE-050320-45|-050320-45
sa42002|ZDB-GENE-120406-2|-120406-2
sa42003|ZDB-GENE-100215-4|-100215-4
sa42005|ZDB-GENE-060929-300|-060929-300
sa42008|ZDB-GENE-120104-8|-120104-8
sa42010|ZDB-GENE-130531-80|-130531-80
sa42014|ZDB-GENE-040426-1280|-040426-1280
sa42016|ZDB-GENE-130531-6|-130531-6
sa42017|ZDB-GENE-130531-6|-130531-6
sa42019|ZDB-GENE-100707-2|-100707-2
sa42021|ZDB-GENE-060613-1|-060613-1
sa42026|ZDB-GENE-041008-78|-041008-78
sa42028|ZDB-GENE-060818-29|-060818-29
sa42033|ZDB-GENE-111221-2|-111221-2
sa42034|ZDB-GENE-100316-4|-100316-4
sa42036|ZDB-GENE-041114-185|-041114-185
sa42046|ZDB-GENE-030131-984|-030131-984
sa42050|ZDB-GENE-060602-2|-060602-2
sa42054|ZDB-GENE-050208-19|-050208-19
sa42065|ZDB-GENE-101026-1|-101026-1
sa42066|ZDB-GENE-040718-257|-040718-257
sa42073|ZDB-GENE-030131-4797|-030131-4797
sa42077|ZDB-GENE-130531-25|-130531-25
sa42078|ZDB-GENE-100716-2|-100716-2
sa42081|ZDB-GENE-110822-1|-110822-1
sa42082|ZDB-GENE-110822-1|-110822-1
sa42084|ZDB-GENE-100812-6|-100812-6
sa42092|ZDB-GENE-131119-12|-131119-12
sa42098|ZDB-GENE-060418-2|-060418-2
sa42100|ZDB-GENE-070620-24|-070620-24
sa42103|ZDB-GENE-060929-28|-060929-28
sa42109|ZDB-GENE-070206-3|-070206-3
sa42112|ZDB-GENE-040426-1506|-040426-1506
sa42116|ZDB-GENE-081028-59|-081028-59
sa42117|ZDB-GENE-081028-59|-081028-59
sa42119|ZDB-GENE-081107-37|-081107-37
sa42126|ZDB-GENE-081107-8|-081107-8
sa42136|ZDB-GENE-030131-6505|-030131-6505
sa42138|ZDB-GENE-010319-27|-010319-27
sa42141|ZDB-GENE-030131-4837|-030131-4837
sa42142|ZDB-GENE-070424-167|-070424-167
sa42144|ZDB-GENE-060503-381|-060503-381
sa42147|ZDB-GENE-990415-127|-990415-127
sa42152|ZDB-GENE-030131-3208|-030131-3208
sa42170|ZDB-GENE-090311-47|-090311-47
sa42171|ZDB-GENE-030131-3299|-030131-3299
sa42177|ZDB-GENE-081028-60|-081028-60
sa42179|ZDB-GENE-010226-2|-010226-2
sa42180|ZDB-GENE-030131-4602|-030131-4602
sa42183|ZDB-GENE-040121-6|-040121-6
sa42185|ZDB-GENE-090313-71|-090313-71
sa42186|ZDB-GENE-090312-188|-090312-188
sa42188|ZDB-GENE-030131-9801|-030131-9801
sa42189|ZDB-GENE-030131-9801|-030131-9801
sa42195|ZDB-GENE-090312-150|-090312-150
sa42196|ZDB-GENE-090312-150|-090312-150
sa42201|ZDB-GENE-040618-3|-040618-3
sa42205|ZDB-GENE-030425-3|-030425-3
sa42209|ZDB-GENE-030131-5259|-030131-5259
sa42210|ZDB-GENE-980526-307|-980526-307
sa42211|ZDB-GENE-090312-194|-090312-194
sa42215|ZDB-GENE-090312-135|-090312-135
sa42217|ZDB-GENE-060929-990|-060929-990
sa42221|ZDB-GENE-080220-27|-080220-27
sa42231|ZDB-GENE-050706-182|-050706-182
sa42232|ZDB-GENE-040426-1621|-040426-1621
sa42236|ZDB-GENE-030131-5978|-030131-5978
sa42237|ZDB-GENE-090313-199|-090313-199
sa42247|ZDB-GENE-011128-4|-011128-4
sa42250|ZDB-GENE-990603-4|-990603-4
sa42267|ZDB-GENE-090313-207|-090313-207
sa42273|ZDB-GENE-090312-196|-090312-196
sa42274|ZDB-GENE-080130-1|-080130-1
sa42281|ZDB-GENE-050522-94|-050522-94
sa42282|ZDB-GENE-030424-4|-030424-4
sa42284|ZDB-GENE-090312-68|-090312-68
sa42286|ZDB-GENE-021025-1|-021025-1
sa42287|ZDB-GENE-090312-104|-090312-104
sa42289|ZDB-GENE-040513-7|-040513-7
sa42291|ZDB-GENE-061207-81|-061207-81
sa42299|ZDB-GENE-030131-4027|-030131-4027
sa42310|ZDB-GENE-040702-4|-040702-4
sa42318|ZDB-GENE-020419-27|-020419-27
sa42323|ZDB-GENE-030131-5546|-030131-5546
sa42332|ZDB-GENE-041118-13|-041118-13
sa42340|ZDB-GENE-050320-130|-050320-130
sa42344|ZDB-GENE-080204-119|-080204-119
sa42352|ZDB-GENE-030131-6759|-030131-6759
sa42370|ZDB-GENE-060503-819|-060503-819
sa42371|ZDB-GENE-091204-115|-091204-115
sa42372|ZDB-GENE-001202-1|-001202-1
sa42374|ZDB-GENE-091118-112|-091118-112
sa42376|ZDB-GENE-030131-9631|-030131-9631
sa42389|ZDB-GENE-060825-45|-060825-45
sa42392|ZDB-GENE-010306-4|-010306-4
sa42394|ZDB-GENE-991117-1|-991117-1
sa42397|ZDB-GENE-030131-73|-030131-73
sa42399|ZDB-GENE-070424-267|-070424-267
sa42401|ZDB-GENE-030131-8719|-030131-8719
sa42402|ZDB-GENE-030131-8719|-030131-8719
sa42421|ZDB-GENE-081107-21|-081107-21
sa42422|ZDB-GENE-081028-62|-081028-62
sa42424|ZDB-GENE-020125-4|-020125-4
sa42428|ZDB-GENE-081027-3|-081027-3
sa42441|ZDB-GENE-040724-254|-040724-254
sa42445|ZDB-GENE-060929-36|-060929-36
sa42456|ZDB-GENE-081107-17|-081107-17
sa42463|ZDB-GENE-131127-160|-131127-160
sa42468|ZDB-GENE-040426-1457|-040426-1457
sa42470|ZDB-GENE-050327-75|-050327-75
sa42472|ZDB-GENE-070112-1072|-070112-1072
sa42476|ZDB-GENE-030131-4336|-030131-4336
sa42483|ZDB-GENE-040809-1|-040809-1
sa42484|ZDB-GENE-040809-1|-040809-1
sa42488|ZDB-GENE-030131-1904|-030131-1904
sa42491|ZDB-GENE-120516-2|-120516-2
sa42492|ZDB-GENE-120516-2|-120516-2
sa42501|ZDB-GENE-110601-1|-110601-1
sa42506|ZDB-GENE-080722-13|-080722-13
sa42522|ZDB-GENE-010822-2|-010822-2
sa42523|ZDB-GENE-121214-193|-121214-193
sa42529|ZDB-GENE-001207-1|-001207-1
sa42530|ZDB-GENE-000125-4|-000125-4
sa42532|ZDB-GENE-131118-9|-131118-9
sa42537|ZDB-GENE-061027-337|-061027-337
sa42545|ZDB-GENE-100330-1|-100330-1
sa42550|ZDB-GENE-110628-3|-110628-3
sa42551|ZDB-GENE-040801-253|-040801-253
sa42554|ZDB-GENE-100603-2|-100603-2
sa42556|ZDB-GENE-130103-9|-130103-9
sa42558|ZDB-GENE-130530-605|-130530-605
sa42572|ZDB-GENE-030131-9543|-030131-9543
sa42574|ZDB-GENE-040718-159|-040718-159
sa42576|ZDB-GENE-040724-45|-040724-45
sa42577|ZDB-GENE-131127-243|-131127-243
sa42578|ZDB-GENE-110408-27|-110408-27
sa42580|ZDB-GENE-120410-3|-120410-3
sa42581|ZDB-GENE-041010-221|-041010-221
sa42582|ZDB-GENE-041010-221|-041010-221
sa42584|ZDB-GENE-030131-5697|-030131-5697
sa42585|ZDB-GENE-041114-99|-041114-99
sa42589|ZDB-GENE-020516-1|-020516-1
sa42597|ZDB-GENE-040426-2924|-040426-2924
sa42599|ZDB-GENE-131121-129|-131121-129
sa42600|ZDB-GENE-030131-872|-030131-872
sa42603|ZDB-GENE-051102-1|-051102-1
sa42604|ZDB-GENE-131121-582|-131121-582
sa42624|ZDB-GENE-040426-1025|-040426-1025
sa42637|ZDB-GENE-120709-60|-120709-60
sa42649|ZDB-GENE-030123-1|-030123-1
sa42651|ZDB-GENE-100917-2|-100917-2
sa42655|ZDB-GENE-040704-21|-040704-21
sa42664|ZDB-GENE-040426-1156|-040426-1156
sa42665|ZDB-GENE-121204-2|-121204-2
sa42679|ZDB-GENE-100922-272|-100922-272
sa42680|ZDB-GENE-041114-158|-041114-158
sa42682|ZDB-GENE-100922-257|-100922-257
sa42685|ZDB-GENE-100922-274|-100922-274
sa42686|ZDB-GENE-100922-274|-100922-274
sa42691|ZDB-GENE-030131-2140|-030131-2140
sa42701|ZDB-GENE-100922-8|-100922-8
sa42703|ZDB-GENE-070622-4|-070622-4
sa42705|ZDB-GENE-031118-106|-031118-106
sa42706|ZDB-GENE-030131-7662|-030131-7662
sa42715|ZDB-GENE-040426-1529|-040426-1529
sa42719|ZDB-GENE-131119-45|-131119-45
sa42720|ZDB-GENE-121227-2|-121227-2
sa42731|ZDB-GENE-030131-2934|-030131-2934
sa42732|ZDB-GENE-060810-50|-060810-50
sa42743|ZDB-GENE-070117-2447|-070117-2447
sa42752|ZDB-GENE-091230-7|-091230-7
sa42759|ZDB-GENE-990415-27|-990415-27
sa42760|ZDB-GENE-030131-426|-030131-426
sa42770|ZDB-GENE-040426-2178|-040426-2178
sa42773|ZDB-GENE-040426-1860|-040426-1860
sa42775|ZDB-GENE-100922-42|-100922-42
sa42787|ZDB-GENE-040625-82|-040625-82
sa42790|ZDB-GENE-040426-953|-040426-953
sa42791|ZDB-GENE-100922-84|-100922-84
sa42794|ZDB-GENE-000511-2|-000511-2
sa42804|ZDB-GENE-110411-93|-110411-93
sa42808|ZDB-GENE-121105-12|-121105-12
sa42809|ZDB-GENE-100922-277|-100922-277
sa42813|ZDB-GENE-060616-1|-060616-1
sa42814|ZDB-GENE-030131-4784|-030131-4784
sa42821|ZDB-GENE-050419-118|-050419-118
sa42822|ZDB-GENE-050419-118|-050419-118
sa42826|ZDB-GENE-131127-588|-131127-588
sa42829|ZDB-GENE-080326-1|-080326-1
sa42834|ZDB-GENE-990415-219|-990415-219
sa42837|ZDB-GENE-040426-2626|-040426-2626
sa42838|ZDB-GENE-040426-2626|-040426-2626
sa42855|ZDB-GENE-050417-444|-050417-444
sa42862|ZDB-GENE-040426-1238|-040426-1238
sa42867|ZDB-GENE-090821-5|-090821-5
sa42871|ZDB-GENE-010130-2|-010130-2
sa42872|ZDB-GENE-120207-2|-120207-2
sa42880|ZDB-GENE-130530-1027|-130530-1027
sa42881|ZDB-GENE-060810-68|-060810-68
sa42883|ZDB-GENE-080806-1|-080806-1
sa42884|ZDB-GENE-080806-1|-080806-1
sa42893|ZDB-GENE-041114-145|-041114-145
sa42895|ZDB-GENE-131127-188|-131127-188
sa42896|ZDB-GENE-030903-5|-030903-5
sa42899|ZDB-GENE-050208-49|-050208-49
sa42901|ZDB-GENE-090909-1|-090909-1
sa42903|ZDB-GENE-101107-1|-101107-1
sa42904|ZDB-GENE-101107-1|-101107-1
sa42907|ZDB-GENE-030131-614|-030131-614
sa42919|ZDB-GENE-040426-2828|-040426-2828
sa42925|ZDB-GENE-040426-1502|-040426-1502
sa42926|ZDB-GENE-030131-1055|-030131-1055
sa42932|ZDB-GENE-091006-4|-091006-4
sa42936|ZDB-GENE-131121-574|-131121-574
sa42941|ZDB-GENE-131010-1|-131010-1
sa42943|ZDB-GENE-120411-28|-120411-28
sa42946|ZDB-GENE-040426-1802|-040426-1802
sa42947|ZDB-GENE-030131-704|-030131-704
sa42950|ZDB-GENE-041008-74|-041008-74
sa42951|ZDB-GENE-030616-151|-030616-151
sa42954|ZDB-GENE-131121-26|-131121-26
sa42955|ZDB-GENE-131121-26|-131121-26
sa42958|ZDB-GENE-050309-102|-050309-102
sa42968|ZDB-GENE-070719-9|-070719-9
sa42969|ZDB-GENE-070719-9|-070719-9
sa42971|ZDB-GENE-131121-397|-131121-397
sa42972|ZDB-GENE-110127-3|-110127-3
sa42977|ZDB-GENE-030131-6330|-030131-6330
sa42978|ZDB-GENE-070117-3|-070117-3
sa42979|ZDB-GENE-131121-13|-131121-13
sa42980|ZDB-GENE-111111-11|-111111-11
sa42985|ZDB-GENE-030131-6336|-030131-6336
sa42987|ZDB-GENE-030131-1677|-030131-1677
sa42997|ZDB-GENE-131121-261|-131121-261
sa42999|ZDB-GENE-040426-1173|-040426-1173
sa43012|ZDB-GENE-070815-4|-070815-4
sa43014|ZDB-GENE-041010-167|-041010-167
sa43022|ZDB-GENE-030131-5162|-030131-5162
sa43028|ZDB-GENE-120215-187|-120215-187
sa43031|ZDB-GENE-050309-237|-050309-237
sa43033|ZDB-GENE-050419-93|-050419-93
sa43034|ZDB-GENE-050419-183|-050419-183
sa43035|ZDB-GENE-050419-138|-050419-138
sa43042|ZDB-GENE-040426-1867|-040426-1867
sa43043|ZDB-GENE-060503-369|-060503-369
sa43045|ZDB-GENE-050320-118|-050320-118
sa43047|ZDB-GENE-050419-154|-050419-154
sa43048|ZDB-GENE-040704-15|-040704-15
sa43052|ZDB-GENE-030131-7864|-030131-7864
sa43054|ZDB-GENE-030131-8100|-030131-8100
sa43058|ZDB-GENE-040715-8|-040715-8
sa43060|ZDB-GENE-040715-8|-040715-8
sa43064|ZDB-GENE-050420-284|-050420-284
sa43065|ZDB-GENE-050420-284|-050420-284
sa43070|ZDB-GENE-030131-2887|-030131-2887
sa43084|ZDB-GENE-060503-285|-060503-285
sa43086|ZDB-GENE-040426-2759|-040426-2759
sa43087|ZDB-GENE-050420-101|-050420-101
sa43091|ZDB-GENE-030131-8134|-030131-8134
sa43092|ZDB-GENE-030131-8134|-030131-8134
sa43094|ZDB-GENE-020503-1|-020503-1
sa43100|ZDB-GENE-050419-219|-050419-219
sa43106|ZDB-GENE-050419-219|-050419-219
sa43111|ZDB-GENE-091204-462|-091204-462
sa43119|ZDB-GENE-030131-5559|-030131-5559
sa43122|ZDB-GENE-040808-52|-040808-52
sa43125|ZDB-GENE-070705-277|-070705-277
sa43127|ZDB-GENE-030131-3513|-030131-3513
sa43128|ZDB-GENE-040426-1526|-040426-1526
sa43133|ZDB-GENE-050419-220|-050419-220
sa43134|ZDB-GENE-050419-262|-050419-262
sa43140|ZDB-GENE-031002-47|-031002-47
sa43145|ZDB-GENE-070705-417|-070705-417
sa43148|ZDB-GENE-050419-245|-050419-245
sa43151|ZDB-GENE-050420-109|-050420-109
sa43170|ZDB-GENE-050517-17|-050517-17
sa43178|ZDB-GENE-030131-6724|-030131-6724
sa43200|ZDB-GENE-091230-6|-091230-6
sa43201|ZDB-GENE-081104-129|-081104-129
sa43208|ZDB-GENE-070705-261|-070705-261
sa43211|ZDB-GENE-081104-209|-081104-209
sa43212|ZDB-GENE-060503-700|-060503-700
sa43217|ZDB-GENE-120215-160|-120215-160
sa43218|ZDB-GENE-060503-244|-060503-244
sa43220|ZDB-GENE-040801-112|-040801-112
sa43222|ZDB-GENE-041010-35|-041010-35
sa43224|ZDB-GENE-060503-608|-060503-608
sa43225|ZDB-GENE-030131-6101|-030131-6101
sa43233|ZDB-GENE-060503-896|-060503-896
sa43246|ZDB-GENE-120215-181|-120215-181
sa43249|ZDB-GENE-040908-1|-040908-1
sa43255|ZDB-GENE-991110-20|-991110-20
sa43256|ZDB-GENE-060503-179|-060503-179
sa43257|ZDB-GENE-060503-273|-060503-273
sa43258|ZDB-GENE-040801-264|-040801-264
sa43272|ZDB-GENE-030131-8984|-030131-8984
sa43281|ZDB-GENE-040426-2815|-040426-2815
sa43283|ZDB-GENE-060503-84|-060503-84
sa43284|ZDB-GENE-060503-562|-060503-562
sa43293|ZDB-GENE-010501-4|-010501-4
sa43295|ZDB-GENE-010430-5|-010430-5
sa43298|ZDB-GENE-060503-858|-060503-858
sa43307|ZDB-GENE-030429-10|-030429-10
sa43313|ZDB-GENE-060503-620|-060503-620
sa43314|ZDB-GENE-060503-507|-060503-507
sa43328|ZDB-GENE-030131-1796|-030131-1796
sa43331|ZDB-GENE-030131-5459|-030131-5459
sa43341|ZDB-GENE-030131-6729|-030131-6729
sa43347|ZDB-GENE-090821-1|-090821-1
sa43348|ZDB-GENE-051030-42|-051030-42
sa43349|ZDB-GENE-010817-1|-010817-1
sa43365|ZDB-GENE-070424-197|-070424-197
sa43369|ZDB-GENE-081031-83|-081031-83
sa43372|ZDB-GENE-050302-55|-050302-55
sa43377|ZDB-GENE-040426-1184|-040426-1184
sa43382|ZDB-GENE-070705-21|-070705-21
sa43385|ZDB-GENE-060528-1|-060528-1
sa43388|ZDB-GENE-041014-36|-041014-36
sa43389|ZDB-GENE-030131-8158|-030131-8158
sa43393|ZDB-GENE-030131-1421|-030131-1421
sa43404|ZDB-GENE-040426-1212|-040426-1212
sa43407|ZDB-GENE-030131-3647|-030131-3647
sa43408|ZDB-GENE-030131-975|-030131-975
sa43416|ZDB-GENE-030710-3|-030710-3
sa43417|ZDB-GENE-030131-4327|-030131-4327
sa43430|ZDB-GENE-041014-251|-041014-251
sa43432|ZDB-GENE-030131-6288|-030131-6288
sa43433|ZDB-GENE-030131-6288|-030131-6288
sa43436|ZDB-GENE-040310-6|-040310-6
sa43438|ZDB-GENE-041014-84|-041014-84
sa43440|ZDB-GENE-041001-158|-041001-158
sa43444|ZDB-GENE-091118-24|-091118-24
sa43449|ZDB-GENE-040426-2753|-040426-2753
sa43451|ZDB-GENE-030131-9753|-030131-9753
sa43454|ZDB-GENE-040426-1953|-040426-1953
sa43463|ZDB-GENE-040426-1687|-040426-1687
sa43464|ZDB-GENE-030131-7824|-030131-7824
sa43471|ZDB-GENE-030131-7742|-030131-7742
sa43472|ZDB-GENE-030131-7742|-030131-7742
sa43473|ZDB-GENE-030131-7778|-030131-7778
sa43475|ZDB-GENE-030131-9732|-030131-9732
sa43478|ZDB-GENE-030131-9960|-030131-9960
sa43485|ZDB-GENE-110107-2|-110107-2
sa43494|ZDB-GENE-041001-210|-041001-210
sa43500|ZDB-GENE-130531-41|-130531-41
sa43502|ZDB-GENE-041014-354|-041014-354
sa43503|ZDB-GENE-040426-728|-040426-728
sa43506|ZDB-GENE-041014-320|-041014-320
sa43510|ZDB-GENE-061106-5|-061106-5
sa43511|ZDB-GENE-041014-214|-041014-214
sa43519|ZDB-GENE-041014-155|-041014-155
sa43522|ZDB-GENE-060929-80|-060929-80
sa43525|ZDB-GENE-041014-67|-041014-67
sa43526|ZDB-GENE-041014-51|-041014-51
sa43529|ZDB-GENE-041014-260|-041014-260
sa43530|ZDB-GENE-081031-51|-081031-51
sa43534|ZDB-GENE-040426-1810|-040426-1810
sa43546|ZDB-GENE-041114-137|-041114-137
sa43552|ZDB-GENE-070705-554|-070705-554
sa43578|ZDB-GENE-021016-1|-021016-1
sa43584|ZDB-GENE-060929-836|-060929-836
sa43585|ZDB-GENE-070410-72|-070410-72
sa43588|ZDB-GENE-060201-4|-060201-4
sa43598|ZDB-GENE-091113-49|-091113-49
sa43604|ZDB-GENE-091116-34|-091116-34
sa43605|ZDB-GENE-090514-4|-090514-4
sa43608|ZDB-GENE-091204-110|-091204-110
sa43609|ZDB-GENE-091204-172|-091204-172
sa43611|ZDB-GENE-091204-222|-091204-222
sa43614|ZDB-GENE-041008-147|-041008-147
sa43618|ZDB-GENE-040426-2672|-040426-2672
sa43628|ZDB-GENE-091118-40|-091118-40
sa43630|ZDB-GENE-071004-34|-071004-34
sa43636|ZDB-GENE-091110-4|-091110-4
sa43637|ZDB-GENE-091204-14|-091204-14
sa43639|ZDB-GENE-030131-1774|-030131-1774
sa43640|ZDB-GENE-041114-175|-041114-175
sa43642|ZDB-GENE-041114-175|-041114-175
sa43646|ZDB-GENE-060810-36|-060810-36
sa43659|ZDB-GENE-091204-18|-091204-18
sa43661|ZDB-GENE-000329-9|-000329-9
sa43662|ZDB-GENE-030131-2319|-030131-2319
sa43675|ZDB-GENE-070112-1492|-070112-1492
sa43676|ZDB-GENE-060322-3|-060322-3
sa43678|ZDB-GENE-060503-100|-060503-100
sa43679|ZDB-GENE-030131-786|-030131-786
sa43686|ZDB-GENE-040801-242|-040801-242
sa43687|ZDB-GENE-030131-9014|-030131-9014
sa43688|ZDB-GENE-030131-9014|-030131-9014
sa43696|ZDB-GENE-030131-4287|-030131-4287
sa43699|ZDB-GENE-041116-1|-041116-1
sa43704|ZDB-GENE-040116-3|-040116-3
sa43708|ZDB-GENE-070112-1472|-070112-1472
sa43713|ZDB-GENE-081205-4|-081205-4
sa43714|ZDB-GENE-091204-165|-091204-165
sa43716|ZDB-GENE-120203-3|-120203-3
sa43729|ZDB-GENE-030131-6972|-030131-6972
sa43739|ZDB-GENE-090514-1|-090514-1
sa43748|ZDB-GENE-071004-118|-071004-118
sa43750|ZDB-GENE-040801-72|-040801-72
sa43752|ZDB-GENE-050208-383|-050208-383
sa43760|ZDB-GENE-070705-224|-070705-224
sa43763|ZDB-GENE-040513-1|-040513-1
sa43774|ZDB-GENE-050208-554|-050208-554
sa43776|ZDB-GENE-050208-491|-050208-491
sa43777|ZDB-GENE-060503-756|-060503-756
sa43778|ZDB-GENE-050208-331|-050208-331
sa43781|ZDB-GENE-030131-5742|-030131-5742
sa43783|ZDB-GENE-110411-192|-110411-192
sa43785|ZDB-GENE-030131-5349|-030131-5349
sa43786|ZDB-GENE-010219-1|-010219-1
sa43793|ZDB-GENE-070705-209|-070705-209
sa43794|ZDB-GENE-070705-209|-070705-209
sa43800|ZDB-GENE-030131-9751|-030131-9751
sa43801|ZDB-GENE-060503-274|-060503-274
sa43804|ZDB-GENE-030616-129|-030616-129
sa43807|ZDB-GENE-050208-389|-050208-389
sa43808|ZDB-GENE-050208-617|-050208-617
sa43810|ZDB-GENE-040426-2372|-040426-2372
sa43811|ZDB-GENE-050208-436|-050208-436
sa43813|ZDB-GENE-030131-8228|-030131-8228
sa43820|ZDB-GENE-051113-64|-051113-64
sa43827|ZDB-GENE-030131-3946|-030131-3946
sa43828|ZDB-GENE-080108-1|-080108-1
sa43829|ZDB-GENE-050208-428|-050208-428
sa43838|ZDB-GENE-030131-5759|-030131-5759
sa43846|ZDB-GENE-040426-2051|-040426-2051
sa43849|ZDB-GENE-050208-620|-050208-620
sa43850|ZDB-GENE-060503-16|-060503-16
sa43878|ZDB-GENE-131121-231|-131121-231
sa43879|ZDB-GENE-030722-4|-030722-4
sa43883|ZDB-GENE-030131-3982|-030131-3982
sa43895|ZDB-GENE-090312-152|-090312-152
sa43901|ZDB-GENE-100922-245|-100922-245
sa43907|ZDB-GENE-031107-1|-031107-1
sa43911|ZDB-GENE-080219-44|-080219-44
sa43915|ZDB-GENE-040426-1575|-040426-1575
sa43919|ZDB-GENE-030131-9823|-030131-9823
sa43923|ZDB-GENE-090313-307|-090313-307
sa43928|ZDB-GENE-040822-33|-040822-33
sa43933|ZDB-GENE-050314-2|-050314-2
sa43945|ZDB-GENE-090313-174|-090313-174
sa43949|ZDB-GENE-030131-2145|-030131-2145
sa43950|ZDB-GENE-030131-2145|-030131-2145
sa43954|ZDB-GENE-080409-2|-080409-2
sa43962|ZDB-GENE-060810-98|-060810-98
sa43974|ZDB-GENE-060222-2|-060222-2
sa43985|ZDB-GENE-070629-1|-070629-1
sa43988|ZDB-GENE-090311-55|-090311-55
sa43992|ZDB-GENE-080225-18|-080225-18
sa43993|ZDB-GENE-060315-7|-060315-7
sa44004|ZDB-GENE-060130-169|-060130-169
sa44006|ZDB-GENE-090313-22|-090313-22
sa44009|ZDB-GENE-030820-1|-030820-1
sa44013|ZDB-GENE-110411-131|-110411-131
sa44014|ZDB-GENE-110411-131|-110411-131
sa44018|ZDB-GENE-091118-58|-091118-58
sa44029|ZDB-GENE-040426-696|-040426-696
sa44032|ZDB-GENE-990415-110|-990415-110
sa44034|ZDB-GENE-030828-9|-030828-9
sa44036|ZDB-GENE-061103-343|-061103-343
sa44037|ZDB-GENE-040912-11|-040912-11
sa44040|ZDB-GENE-080723-36|-080723-36
sa44043|ZDB-GENE-060717-1|-060717-1
sa44046|ZDB-GENE-100922-80|-100922-80
sa44049|ZDB-GENE-100922-117|-100922-117
sa44050|ZDB-GENE-031030-8|-031030-8
sa44052|ZDB-GENE-061027-232|-061027-232
sa44071|ZDB-GENE-091204-74|-091204-74
sa44072|ZDB-GENE-060929-1250|-060929-1250
sa44079|ZDB-GENE-131121-415|-131121-415
sa44083|ZDB-GENE-090918-4|-090918-4
sa44085|ZDB-GENE-080520-3|-080520-3
sa44086|ZDB-GENE-080520-3|-080520-3
sa44092|ZDB-GENE-091204-118|-091204-118
sa44099|ZDB-GENE-040426-2799|-040426-2799
sa44103|ZDB-GENE-041014-307|-041014-307
sa44106|ZDB-GENE-040426-687|-040426-687
sa44107|ZDB-GENE-050522-424|-050522-424
sa44108|ZDB-GENE-070112-1322|-070112-1322
sa44109|ZDB-GENE-090609-5|-090609-5
sa44123|ZDB-GENE-091118-108|-091118-108
sa44124|ZDB-GENE-091204-265|-091204-265
sa44126|ZDB-GENE-030131-4925|-030131-4925
sa44129|ZDB-GENE-111109-1|-111109-1
sa44134|ZDB-GENE-050114-4|-050114-4
sa44136|ZDB-GENE-040724-39|-040724-39
sa44139|ZDB-GENE-040426-1686|-040426-1686
sa44152|ZDB-GENE-040426-1185|-040426-1185
sa44154|ZDB-GENE-091204-246|-091204-246
sa44159|ZDB-GENE-050522-301|-050522-301
sa44169|ZDB-GENE-091113-41|-091113-41
sa44175|ZDB-GENE-070117-2|-070117-2
sa44178|ZDB-GENE-091118-35|-091118-35
sa44186|ZDB-GENE-061013-717|-061013-717
sa44193|ZDB-GENE-091112-7|-091112-7
sa44203|ZDB-GENE-060118-1|-060118-1
sa44212|ZDB-GENE-071009-4|-071009-4
sa44214|ZDB-GENE-040718-176|-040718-176
sa44218|ZDB-GENE-061215-136|-061215-136
sa44219|ZDB-GENE-080204-57|-080204-57
sa44221|ZDB-GENE-131125-67|-131125-67
sa44222|ZDB-GENE-081104-353|-081104-353
sa44224|ZDB-GENE-131120-39|-131120-39
sa44225|ZDB-GENE-131121-594|-131121-594
sa44228|ZDB-GENE-051205-1|-051205-1
sa44232|ZDB-GENE-050411-72|-050411-72
sa44245|ZDB-GENE-990415-235|-990415-235
sa44246|ZDB-GENE-131121-175|-131121-175
sa44248|ZDB-GENE-131125-83|-131125-83
sa44253|ZDB-GENE-090406-4|-090406-4
sa44257|ZDB-GENE-061207-72|-061207-72
sa44270|ZDB-GENE-031118-54|-031118-54
sa44271|ZDB-GENE-041014-1|-041014-1
sa44272|ZDB-GENE-131127-18|-131127-18
